Text,Image,Folio
urn:cts:greekLit:tlg5026.msAext.hmt:21.1,"urn:cite:hmt:vaimg.VA270RN-0440@0.816,0.6577,0.061,0.0405",urn:cite:hmt:msA.270r
urn:cts:greekLit:tlg5026.msAext.hmt:21.2,"urn:cite:hmt:vaimg.VA271RN-0441@0.818,0.6201,0.077,0.0158",urn:cite:hmt:msA.271r
urn:cts:greekLit:tlg5026.msAext.hmt:21.3,"urn:cite:hmt:vaimg.VA271RN-0441@0.822,0.6359,0.048,0.0158",urn:cite:hmt:msA.271r
urn:cts:greekLit:tlg5026.msAext.hmt:21.1,"",
