Text#Image#Folio
urn:cts:greekLit:tlg5026.msAil.hmt:22.11#urn:cite2:hmt:vaimg.2017a:VA283VN_0785@0.724,0.4332,0.122,0.0158#urn:cite2:hmt:msA.2017a:283v
urn:cts:greekLit:tlg5026.msAil.hmt:22.12#urn:cite2:hmt:vaimg.2017a:VA283VN_0785@0.746,0.4542,0.067,0.0128#urn:cite2:hmt:msA.2017a:283v
urn:cts:greekLit:tlg5026.msAil.hmt:22.13#urn:cite2:hmt:vaimg.2017a:VA284RN_0454@0.369,0.1914,0.097,0.0173#urn:cite2:hmt:msA.2017a:284r
urn:cts:greekLit:tlg5026.msAil.hmt:22.14#urn:cite2:hmt:vaimg.2017a:VA284RN_0454@0.454,0.3889,0.087,0.0158#urn:cite2:hmt:msA.2017a:284r
urn:cts:greekLit:tlg5026.msAil.hmt:22.15#urn:cite2:hmt:vaimg.2017a:VA284RN_0454@0.466,0.5563,0.045,0.015#urn:cite2:hmt:msA.2017a:284r
urn:cts:greekLit:tlg5026.msAil.hmt:22.16#urn:cite2:hmt:vaimg.2017a:VA284RN_0454@0.444,0.5923,0.088,0.0165#urn:cite2:hmt:msA.2017a:284r
urn:cts:greekLit:tlg5026.msAil.hmt:22.17#urn:cite2:hmt:vaimg.2017a:VA284VN_0786@0.709,0.3116,0.079,0.0165#urn:cite2:hmt:msA.2017a:284v
urn:cts:greekLit:tlg5026.msAil.hmt:22.18#urn:cite2:hmt:vaimg.2017a:VA284VN_0786@0.6535,0.4812,0.04643,0.009129#urn:cite2:hmt:msA.2017a:284v
urn:cts:greekLit:tlg5026.msAil.hmt:22.19#urn:cite2:hmt:vaimg.2017a:VA284VN_0786@0.5,0.6479,0.05,0.012#urn:cite2:hmt:msA.2017a:284v
urn:cts:greekLit:tlg5026.msAil.hmt:22.20#urn:cite2:hmt:vaimg.2017a:VA284VN_0786@0.567,0.6471,0.039,0.0128#urn:cite2:hmt:msA.2017a:284v
urn:cts:greekLit:tlg5026.msAil.hmt:22.21#urn:cite2:hmt:vaimg.2017a:VA285RN_0455@0.386,0.485,0.036,0.0113#urn:cite2:hmt:msA.2017a:285r
urn:cts:greekLit:tlg5026.msAil.hmt:22.22#urn:cite2:hmt:vaimg.2017a:VA285RN_0455@0.453,0.5225,0.05,0.012#urn:cite2:hmt:msA.2017a:285r
urn:cts:greekLit:tlg5026.msAil.hmt:22.23#urn:cite2:hmt:vaimg.2017a:VA285RN_0455@0.387,0.5601,0.071,0.0105#urn:cite2:hmt:msA.2017a:285r
urn:cts:greekLit:tlg5026.msAil.hmt:22.24#urn:cite2:hmt:vaimg.2017a:VA285VN_0787@0.765,0.2087,0.102,0.0233#urn:cite2:hmt:msA.2017a:285v
urn:cts:greekLit:tlg5026.msAil.hmt:22.25#urn:cite2:hmt:vaimg.2017a:VA285VN_0787@0.745,0.2785,0.065,0.0165#urn:cite2:hmt:msA.2017a:285v
urn:cts:greekLit:tlg5026.msAil.hmt:22.26#urn:cite2:hmt:vaimg.2017a:VA285VN_0787@0.629,0.2965,0.047,0.0165#urn:cite2:hmt:msA.2017a:285v
urn:cts:greekLit:tlg5026.msAil.hmt:22.27#urn:cite2:hmt:vaimg.2017a:VA286RN_0456@0.5884,0.4474,0.03887,0.01217#urn:cite2:hmt:msA.2017a:286r
urn:cts:greekLit:tlg5026.msAil.hmt:22.28#urn:cite2:hmt:vaimg.v1:VA287RN_0457@0.2944,0.3907,0.03206,0.01079#urn:cite2:hmt:msA.2017a:287r
urn:cts:greekLit:tlg5026.msAil.hmt:22.29#urn:cite2:hmt:vaimg.v1:VA287RN_0457@0.3911,0.4509,0.07259,0.01217#urn:cite2:hmt:msA.2017a:287r
urn:cts:greekLit:tlg5026.msAil.hmt:22.30#urn:cite2:hmt:vaimg.v1:VA287RN_0457@0.4803,0.5267,0.04550,0.01286#urn:cite2:hmt:msA.2017a:287r
urn:cts:greekLit:tlg5026.msAil.hmt:22.31#urn:cite2:hmt:vaimg.v1:VA287RN_0457@0.5790,0.5668,0.05140,0.01881#urn:cite2:hmt:msA.2017a:287r
urn:cts:greekLit:tlg5026.msAil.hmt:22.32#urn:cite2:hmt:vaimg.v1:VA287RN_0457@0.5328,0.6033,0.06835,0.01549#urn:cite2:hmt:msA.2017a:287r
urn:cts:greekLit:tlg5026.msAil.hmt:22.33#urn:cite2:hmt:vaimg.2017a:VA287VN_0789@0.6059,0.2674,0.03574,0.008575#urn:cite2:hmt:msA.2017a:287v
urn:cts:greekLit:tlg5026.msAil.hmt:22.34#urn:cite2:hmt:vaimg.2017a:VA288RN_0458@0.2248,0.5210,0.09433,0.01438#urn:cite2:hmt:msA.2017a:288r
urn:cts:greekLit:tlg5026.msAil.hmt:22.35#urn:cite2:hmt:vaimg.2017a:VA288VN_0790@0.6441,0.2459,0.06780,0.01107#urn:cite2:hmt:msA.2017a:288v
urn:cts:greekLit:tlg5026.msAil.hmt:22.36#urn:cite2:hmt:vaimg.2017a:VA288VN_0790@0.6382,0.5671,0.05711,0.01355#urn:cite2:hmt:msA.2017a:288v
urn:cts:greekLit:tlg5026.msAil.hmt:22.37#urn:cite2:hmt:vaimg.2017a:VA288VN_0790@0.7307,0.6440,0.03095,0.01107#urn:cite2:hmt:msA.2017a:288v
urn:cts:greekLit:tlg5026.msAil.hmt:22.38#urn:cite2:hmt:vaimg.2017a:VA289RN_0459@0.4753,0.5072,0.08235,0.01549#urn:cite2:hmt:msA.2017a:289r
urn:cts:greekLit:tlg5026.msAil.hmt:22.39#urn:cite2:hmt:vaimg.2017a:VA289RN_0459@0.3475,0.6393,0.1776,0.01480#urn:cite2:hmt:msA.2017a:289r
urn:cts:greekLit:tlg5026.msAil.hmt:22.40#urn:cite2:hmt:vaimg.2017a:VA289VN_0791@0.5671,0.4263,0.05066,0.009820#urn:cite2:hmt:msA.2017a:289v
urn:cts:greekLit:tlg5026.msAil.hmt:22.41#urn:cite2:hmt:vaimg.2017a:VA290RN-0460@0.4738,0.4599,0.07830,0.01480#urn:cite2:hmt:msA.2017a:290r
urn:cts:greekLit:tlg5026.msAil.hmt:22.42#urn:cite2:hmt:vaimg.2017a:VA291RN_0461@0.5020,0.2945,0.1177,0.01397#urn:cite2:hmt:msA.2017a:291r
urn:cts:greekLit:tlg5026.msAil.hmt:22.43#urn:cite2:hmt:vaimg.2017a:VA292RN_0462@0.3745,0.2994,0.09156,0.008575#urn:cite2:hmt:msA.2017a:292r
urn:cts:greekLit:tlg5026.msAil.hmt:22.44#urn:cite2:hmt:vaimg.2017a:VA292RN_0462@0.2996,0.3173,0.1052,0.008852#urn:cite2:hmt:msA.2017a:292r
urn:cts:greekLit:tlg5026.msAil.hmt:22.45#urn:cite2:hmt:vaimg.2017a:VA292RN_0462@0.2225,0.3350,0.05140,0.008437#urn:cite2:hmt:msA.2017a:292r
urn:cts:greekLit:tlg5026.msAil.hmt:22.46#urn:cite2:hmt:vaimg.2017a:VA292RN_0462@0.3382,0.3932,0.03003,0.008437#urn:cite2:hmt:msA.2017a:292r
urn:cts:greekLit:tlg5026.msAil.hmt:22.47#urn:cite2:hmt:vaimg.2017a:VA292RN_0462@0.4099,0.3942,0.06522,0.009820#urn:cite2:hmt:msA.2017a:292r
urn:cts:greekLit:tlg5026.msAil.hmt:22.48##urn:cite2:hmt:msA.2017a:29
